season,built_at,deadline_et,pre_snapshot,post_snapshot,official_roster,reconstruction_audit,eft_audit,final_salary_curve,roster_rows,curve_rows,reconstruction_audit_rows,eft_rows,mfl_salary_write_rows,mfl_salary_writes_enabled,mfl_salary_write_window_open
2026,2026-09-14 20:54:05 UTC,2026-07-01 00:00:00 EDT,saladj_roster_snapshot_2026_20260630_115713.csv,saladj_roster_snapshot_2026_20260702_114755.csv,data/salary_snapshots/july1_official_roster_2026.csv,data/salary_snapshots/july1_roster_reconstruction_audit_2026.csv,data/salary_snapshots/july1_eft_salary_audit_2026.csv,data/salary_snapshots/july1_final_salary_curve_2026.csv,2023,2150,3,1,1,FALSE,FALSE
