franchise_id,amount,adjustment_id,description,timestamp,season,week,captured_at_utc
0021,10.18,66,B. Aiyuk - 2026 B/R,1777310122,2026,2,2026-09-22 08:33:42
0023,4.75,67,T. Thornton - 2026 B/R,1777310122,2026,2,2026-09-22 08:33:42
0027,8.51,68,J. Conner - 2026 B/R,1777310122,2026,2,2026-09-22 08:33:42
0021,1,69,BAL sends LVR $1 mil - 4/21/26,1777384640,2026,2,2026-09-22 08:33:42
0005,1.01,7,J. Polk - 3 yrs at $1.69 mil dropped 11/15/25 - 2024 2.08,1771689776,2026,2,2026-09-22 08:33:42
0031,-1,70,BAL sends LVR $1 mil - 4/21/26,1777384640,2026,2,2026-09-22 08:33:42
0030,11.2,71,KCC sends LVR $11.2 cash trade 5/1/26,1777918067,2026,2,2026-09-22 08:33:42
0031,-11.2,72,KCC sends LVR $11.2 cash trade 5/1/26,1777918067,2026,2,2026-09-22 08:33:42
0002,-8.55,73,ATL sends NYG $8.55 cash trade 5/1/26,1777918171,2026,2,2026-09-22 08:33:42
0009,8.55,74,ATL sends NYG $8.55 cash trade 5/1/26,1777918171,2026,2,2026-09-22 08:33:42
0004,-3.65,75,ATL sends WAS $3.65 cash trade 5/3/26,1777918203,2026,2,2026-09-22 08:33:42
0009,3.65,76,ATL sends WAS $3.65 cash trade 5/3/26,1777918203,2026,2,2026-09-22 08:33:42
0010,4.76,77,C. Gardner-Johnson - 1 yr at $7.94 mil dropped 4/23/26,1781532434,2026,2,2026-09-22 08:33:42
0001,-6.5,78,SFO sends DAL $6.5 mil - cash trade 6/22/26,1783694231,2026,2,2026-09-22 08:33:42
0015,6.5,79,SFO sends DAL $6.5 mil - cash trade 6/22/26,1783694231,2026,2,2026-09-22 08:33:42
0006,1.79,8,Odafe Oweh - 3 yrs at $2.98 mil dropped 9/18/25,1771689776,2026,2,2026-09-22 08:33:42
0018,3.59,80,J. Carlies - 3 yrs at $3.59 mil dropped 4/28/26,1783694231,2026,2,2026-09-22 08:33:42
0020,-8,81,BAL sends NYJ $8 mil - cash trade 6/22/26,1783694231,2026,2,2026-09-22 08:33:42
0021,8,82,BAL sends NYJ $8 mil - cash trade 6/22/26,1783694231,2026,2,2026-09-22 08:33:42
0029,3.26,83,J. Owusu-Koramoah - 1 yr at $5.43 mil dropped 5/13/26,1783694231,2026,2,2026-09-22 08:33:42
0031,3.01,84,J. Smith - 1 yr at $5.02 mil dropped 6/16/26,1783694231,2026,2,2026-09-22 08:33:42
0021,-6,85,DEN gives BAL $6 in trade 8/1,1786016348,2026,2,2026-09-22 08:33:42
0029,6,86,DEN gives BAL $6 in trade 8/1,1786016348,2026,2,2026-09-22 08:33:42
0029,6.2,87,DEN sends KCC $6.2 in trade 8/1/26,1786016418,2026,2,2026-09-22 08:33:42
0030,-6.2,88,DEN sends KCC $6.2 in trade 8/1/26,1786016418,2026,2,2026-09-22 08:33:42
0026,-7.2,89,KCC sends IND $7.2m cash trade 8/13/26,1786717041,2026,2,2026-09-22 08:33:42
0008,1.08,9,Kyzir White - 2 yrs at $3.59 mil dropped 8/27/25,1771689776,2026,2,2026-09-22 08:33:42
0030,7.2,92,KCC sends $7.2 to IND in a trade 8/13,1787064002,2026,2,2026-09-22 08:33:42
0009,2.46,93,Luke Schoonmaker - 4 yrs at $4.10 mil dropped 8/17/26,1787176286,2026,2,2026-09-22 08:33:42
0002,-3.6,94,NOS sends NYG $3.6 mil - trade 9/1/26,1788441540,2026,2,2026-09-22 08:33:42
0011,3.6,95,NOS sends NYG $3.6 mil - trade 9/1/26,1788441540,2026,2,2026-09-22 08:33:42
0004,-8.6,96,NOS sends WAS $8.6 mil - trade 8/26/26,1788441612,2026,2,2026-09-22 08:33:42
0011,8.6,97,NOS sends WAS $8.6 mil - trade 8/26/26,1788441612,2026,2,2026-09-22 08:33:42
0004,3.45,98,C. Kmet - 1 yr at $5.75 mil dropped 8/26/26,1788443491,2026,2,2026-09-22 08:33:42
0006,3.43,99,K. Dugger - 1 yr at $5.72 mil dropped 8/30/26,1788443491,2026,2,2026-09-22 08:33:42
