key,season,week,franchise_id,player_id,player,drop_at_utc,claim_at_utc,adjustment_id,description,amount,corr_cell,franchise,sheet_status,mfl_status,notified_at_utc
2026-2-155,2026,2,0028,15001,Kamren Curl,2026-09-22 00:12:05,2026-09-23 09:00:00,155,K. Curl - 2 yrs at $2.85 mil dropped 9/21/26,1.71,X30,TEN,entered,already_removed,2026-09-23 17:27:55
