CONF,DATE,FRAN,PLAYER,SALARY,YEARS,CONTRACT,2026 PEN,2027 PEN,B/R,TR/IB,FG,(S),JT,1.XX+,NOTES,ENTD?,RVSD?
AFC,5/1/2026 18:09:15,KCC,Cash Trade,11.2,1,,,,,x,,,,,,,
AFC,5/1/2026 18:09:15,LVR,Cash Trade,-11.2,1,,,,,x,,,,,,,
AFC,5/13/2026 07:24:11,DEN,Jeremiah Owusu-Koramoah,CHECK,CHECK,,,,,,,,,,CHECK SALARY - NO PRIOR FRANCHISE SNAPSHOT; CURRENT SEA 6.55 2025 B/R,,
NFC,5/1/2026 21:24:10,ATL,Cash Trade,8.55,1,,,,,x,,,,,,,
NFC,5/1/2026 21:24:10,NYG,Cash Trade,-8.55,1,,,,,x,,,,,,,
NFC,5/3/2026 08:32:29,ATL,Cash Trade,3.65,1,,,,,x,,,,,,,
NFC,5/3/2026 08:32:29,WAS,Cash Trade,-3.65,1,,,,,x,,,,,,,
