SEASON,WEEK,WAIVER_WINDOW_START_ET,WAIVER_WINDOW_END_ET,DATE,CONF,FRAN,FRANCHISE_ID,PLAYER,PLAYER_ID,SALARY,YEARS,CONTRACT,FG,1.XX+,RVSD?,SALARY_SNAPSHOT_TIME_ET,WAIVER_STATUS,NOTES
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 08:06:49,NFC,SFO,0015,Derrick Barnes,15409,2,1,2026 UFA,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 08:06:49,NFC,SFO,0015,Olamide Zaccheaus,14592,1.1,1,2025 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 08:09:58,NFC,SFO,0015,Emari Demercado,16385,1.1,1,2026 UFA,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 08:09:58,NFC,SFO,0015,Roman Wilson,16629,1.81,2,2024 2.09,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 11:44:28,NFC,TBB,0012,Audric Estime,16595,1.1,1,2026 R/F,,,,09/07/2026 11:09 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 11:44:28,NFC,TBB,0012,Greg Dortch,14108,1.1,1,2026 UFA,,,,09/07/2026 11:09 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 11:44:28,NFC,TBB,0012,Jaydon Blue,17069,1.49,3,2025 3.03,,,,09/07/2026 11:09 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 11:44:28,NFC,TBB,0012,Kareem Hunt,13138,1.1,1,2025 R/F,,,,09/07/2026 11:09 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/07/2026 11:54:57,NFC,TBB,0012,Marquise Brown,14105,2,1,2026 UFA,,,,09/07/2026 11:09 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,DJ Jones,13332,1.1,1,2026 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,Jason Marshall,17200,1.1,1,2026 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,Jay Ward,16304,1.1,1,2026 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,Malcolm Koonce,15395,1.1,1,2026 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,Marcus Harris,17221,1.1,1,2026 UFA,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 17:41:01,NFC,WAS,0004,Quinn Ewers,17034,1.1,1,2026 UFA,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
2026,1,09/06/2026 05:00 AM EDT,09/08/2026 03:30 AM EDT,09/06/2026 20:32:47,NFC,WAS,0004,Cam Hart,16731,1.1,1,2026 R/F,,,,09/06/2026 08:58 AM EDT,Not rostered in same conference at cap run,Dropped in waiver-correction window; verify whether prior-week cap correction is needed.
