source,franchise_id,conference,franchise,franchise_name,player_id,player_name,occurred_at,round,type,type_desc,event_text,auction_event_type,auction_franchise_id,auction_player_id,auction_amount_raw,auction_amount,auction_forced_franchise_name,event_kind,commissioner_initiated,auction_high_bidder_franchise
transactions,0030,AFC,KCC,Kansas City Chiefs,,,2026-08-31T02:36:09Z,,AUCTION_INIT,,NA 1788143769 NA 0030 AUCTION_INIT NA NA NA NA NA NA NA 17666|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,KCC
transactions,0008,NFC,MIN,Minnesota Vikings,,,2026-08-31T02:38:31Z,,AUCTION_INIT,,NA 1788143911 NA 0008 AUCTION_INIT NA NA NA NA NA NA NA 15676|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,MIN
transactions,0009,NFC,ATL,Atlanta Falcons,,,2026-08-31T19:28:09Z,,AUCTION_WON,,NA 1788204489 NA 0009 AUCTION_WON NA NA NA NA NA NA NA 16293|1.10| NA NA NA NA NA,,,,,,,win,FALSE,ATL
transactions,0002,NFC,NYG,New York Giants,,,2026-09-01T02:08:37Z,,AUCTION_WON,,NA 1788228517 NA 0002 AUCTION_WON NA NA NA NA NA NA NA 16923|1.10| NA NA NA NA NA,,,,,,,win,FALSE,NYG
transactions,0008,NFC,MIN,Minnesota Vikings,,,2026-09-01T02:58:25Z,,AUCTION_WON,,NA 1788231505 NA 0008 AUCTION_WON NA NA NA NA NA NA NA 15676|1.10| NA NA NA NA NA,,,,,,,win,FALSE,MIN
transactions,0030,AFC,KCC,Kansas City Chiefs,,,2026-09-01T08:31:45Z,,AUCTION_WON,,NA 1788251505 NA 0030 AUCTION_WON NA NA NA NA NA NA NA 17666|1.10| NA NA NA NA NA,,,,,,,win,FALSE,KCC
transactions,0030,AFC,KCC,Kansas City Chiefs,,,2026-09-01T08:31:45Z,,AUCTION_WON,,NA 1788251505 NA 0030 AUCTION_WON NA NA NA NA NA NA NA 16896|1.10| NA NA NA NA NA,,,,,,,win,FALSE,KCC
transactions,0001,NFC,DAL,Dallas Cowboys,,,2026-09-01T20:20:28Z,,AUCTION_INIT,,NA 1788294028 NA 0001 AUCTION_INIT NA NA NA NA NA NA NA 16850|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,DAL
transactions,0002,NFC,NYG,New York Giants,,,2026-09-02T11:03:21Z,,AUCTION_INIT,,NA 1788347001 NA 0002 AUCTION_INIT NA NA NA NA NA NA NA 17196|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,NYG
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-02T13:20:02Z,,AUCTION_INIT,,NA 1788355202 NA 0003 AUCTION_INIT NA NA NA NA NA NA NA 15921|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,PHI
transactions,0010,NFC,CAR,Carolina Panthers,,,2026-09-02T14:48:29Z,,AUCTION_INIT,,NA 1788360509 NA 0010 AUCTION_INIT NA NA NA NA NA NA NA 16603|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,CAR
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-02T20:16:48Z,,AUCTION_INIT,,NA 1788380208 NA 0003 AUCTION_INIT NA NA NA NA NA NA NA 15871|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,PHI
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-02T20:17:40Z,,AUCTION_INIT,,NA 1788380260 NA 0003 AUCTION_INIT NA NA NA NA NA NA NA 14888|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,PHI
transactions,0001,NFC,DAL,Dallas Cowboys,,,2026-09-02T20:38:27Z,,AUCTION_WON,,NA 1788381507 NA 0001 AUCTION_WON NA NA NA NA NA NA NA 16850|1.10| NA NA NA NA NA,,,,,,,win,FALSE,DAL
transactions,0004,NFC,WAS,Washington Commanders,,,2026-09-03T03:03:34Z,,AUCTION_BID,,NA 1788404614 NA 0004 AUCTION_BID NA NA NA NA NA NA NA 15871|1.2| NA NA NA NA NA,,,,,,,bid,FALSE,WAS
transactions,0002,NFC,NYG,New York Giants,,,2026-09-03T13:37:10Z,,AUCTION_WON,,NA 1788442630 NA 0002 AUCTION_WON NA NA NA NA NA NA NA 17196|1.10| NA NA NA NA NA,,,,,,,win,FALSE,NYG
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-03T13:37:10Z,,AUCTION_WON,,NA 1788442630 NA 0003 AUCTION_WON NA NA NA NA NA NA NA 15921|1.10| NA NA NA NA NA,,,,,,,win,FALSE,PHI
transactions,0010,NFC,CAR,Carolina Panthers,,,2026-09-03T15:04:46Z,,AUCTION_WON,,NA 1788447886 NA 0010 AUCTION_WON NA NA NA NA NA NA NA 16603|1.10| NA NA NA NA NA,,,,,,,win,FALSE,CAR
transactions,0002,NFC,NYG,New York Giants,,,2026-09-03T15:45:56Z,,AUCTION_INIT,,NA 1788450356 NA 0002 AUCTION_INIT NA NA NA NA NA NA NA 14867|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,NYG
transactions,0004,NFC,WAS,Washington Commanders,,,2026-09-03T16:52:29Z,,AUCTION_BID,,NA 1788454349 NA 0004 AUCTION_BID NA NA NA NA NA NA NA 15871|2|Dallas Cowboys forced bid increase NA NA NA NA NA,,,,,,Dallas Cowboys,bid,FALSE,DAL
transactions,0001,NFC,DAL,Dallas Cowboys,,,2026-09-03T19:30:09Z,,AUCTION_BID,,NA 1788463809 NA 0001 AUCTION_BID NA NA NA NA NA NA NA 15871|2.1| NA NA 1 NA NA,,,,,,,bid,FALSE,DAL
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-03T19:40:53Z,,AUCTION_INIT,,NA 1788464453 NA 0003 AUCTION_INIT NA NA NA NA NA NA NA 15871|1.10| NA NA 1 NA NA,,,,,,,nomination,FALSE,PHI
transactions,0004,NFC,WAS,Washington Commanders,,,2026-09-03T19:41:05Z,,AUCTION_BID,,NA 1788464465 NA 0004 AUCTION_BID NA NA NA NA NA NA NA 15871|2.1| NA NA 1 NA NA,,,,,,,bid,FALSE,WAS
transactions,0003,NFC,PHI,Philadelphia Eagles,,,2026-09-03T20:21:51Z,,AUCTION_WON,,NA 1788466911 NA 0003 AUCTION_WON NA NA NA NA NA NA NA 14888|1.10| NA NA NA NA NA,,,,,,,win,FALSE,PHI
transactions,0006,NFC,DET,Detroit Lions,,,2026-09-03T23:47:45Z,,AUCTION_INIT,,NA 1788479265 NA 0006 AUCTION_INIT NA NA NA NA NA NA NA 16175|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,DET
transactions,0013,NFC,ARI,Arizona Cardinals,,,2026-09-04T03:12:51Z,,AUCTION_INIT,,NA 1788491571 NA 0013 AUCTION_INIT NA NA NA NA NA NA NA 13303|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,ARI
transactions,0013,NFC,ARI,Arizona Cardinals,,,2026-09-04T03:13:34Z,,AUCTION_INIT,,NA 1788491614 NA 0013 AUCTION_INIT NA NA NA NA NA NA NA 13869|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,ARI
transactions,0032,AFC,LAC,Los Angeles Chargers,,,2026-09-04T15:47:28Z,,AUCTION_INIT,,NA 1788536848 NA 0032 AUCTION_INIT NA NA NA NA NA NA NA 17639|1.10| NA NA NA NA NA,,,,,,,nomination,FALSE,LAC
transactions,0002,NFC,NYG,New York Giants,,,2026-09-04T15:59:39Z,,AUCTION_WON,,NA 1788537579 NA 0002 AUCTION_WON NA NA NA NA NA NA NA 14867|1.10| NA NA NA NA NA,,,,,,,win,FALSE,NYG
transactions,0004,NFC,WAS,Washington Commanders,,,2026-09-04T19:47:02Z,,AUCTION_WON,,NA 1788551222 NA 0004 AUCTION_WON NA NA NA NA NA NA NA 15871|2.1| NA NA NA NA NA,,,,,,,win,FALSE,WAS
transactions,0006,NFC,DET,Detroit Lions,,,2026-09-05T02:20:39Z,,AUCTION_WON,,NA 1788574839 NA 0006 AUCTION_WON NA NA NA NA NA NA NA 16175|1.10| NA NA NA NA NA,,,,,,,win,FALSE,DET
transactions,0013,NFC,ARI,Arizona Cardinals,,,2026-09-05T11:31:18Z,,AUCTION_WON,,NA 1788607878 NA 0013 AUCTION_WON NA NA NA NA NA NA NA 13869|1.10| NA NA NA NA NA,,,,,,,win,FALSE,ARI
transactions,0013,NFC,ARI,Arizona Cardinals,,,2026-09-05T11:31:18Z,,AUCTION_WON,,NA 1788607878 NA 0013 AUCTION_WON NA NA NA NA NA NA NA 13303|1.10| NA NA NA NA NA,,,,,,,win,FALSE,ARI
