season,run_time_display,last_checked_display,last_changed_display,latest_csv_changed,latest_csv_data_path,latest_archive_data_path,latest_archive_filename,qualifying_rows
2026,9/18/2026 12:05 a.m. EDT,9/18/2026 12:05 a.m. EDT,9/17/2026 11:40 a.m. EDT,FALSE,data/SalAdjCurator_latest.csv,data/archive/2026_09_17_ADLSalAdjCurator.csv,2026_09_17_ADLSalAdjCurator.csv,85
