season,week,checked_at,alert_type,severity,conference,franchise,franchise_name,rule,observed,details,commissioner_only
2026,1,2026-09-15 15:01:29 UTC,Roster Cap Violation,violation,AFC,JAC,Jacksonville Jaguars,Maximum 45 non-suspended/non-holdout players on Active Roster + Taxi Squad,47 non-suspended/non-holdout Active + Taxi players,2 above maximum (45 Active + 2 Taxi),
2026,1,2026-09-15 15:01:29 UTC,Roster Cap Violation,violation,NFC,DET,Detroit Lions,Maximum 45 non-suspended/non-holdout players on Active Roster + Taxi Squad,46 non-suspended/non-holdout Active + Taxi players,1 above maximum (45 Active + 1 Taxi),
2026,1,2026-09-15 15:01:29 UTC,Roster Cap Violation,violation,NFC,NOS,New Orleans Saints,Maximum 45 non-suspended/non-holdout players on Active Roster + Taxi Squad,46 non-suspended/non-holdout Active + Taxi players,1 above maximum (45 Active + 1 Taxi),
